UKPRN,PROVIDER_NAME,KISCOURSEID,KISMODE,COURSE_TITLE,DATASET_ITEM_AFFECTED,SBJ,WEBSITE_SECTION,DATE,NOTES
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,CONTINUATION,CAH18-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,CONTINUATION,CAH18-01-05,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,DEGREECLASS,CAH18-01-05,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBAJRMED_C,2,Journalism and Media,DEGREECLASS,CAH18-01,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,CONTINUATION,CAH15-03-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,NSS,CAH19-03-11,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,NSS,CAH15-03-01,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGGPO_C,2,Language and Global Politics,NSS,CAH19-03,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,COMMON,CAH17-01-04,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,COMMON,CAH19-03,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,CONTINUATION,CAH17-01-04,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,DEGREECLASS,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,DEGREECLASS,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,DEGREECLASS,CAH17-01-04,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,EMPLOYMENT,CAH19-03-11,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,EMPLOYMENT,CAH19-03,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,EMPLOYMENT,CAH17-01-04,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,ENTRY,CAH19-03-06,Entry information,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,ENTRY,CAH17-01-04,Entry information,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,ENTRY,CAH19-03-11,Entry information,12/02/2019,New
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,ENTRY,,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,JOBTYPE,CAH19-03,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,JOBTYPE,CAH17-01-04,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,NSS,CAH19-03,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,NSS,CAH19-03-11,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,NSS,CAH17-01-04,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,SALARY,CAH17-01-04,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALGMAN_C,2,Language and Management,SALARY,CAH19-03,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBALILNG_C,2,Linguistics and Languages,CONTINUATION,CAH19-03-10,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALILNG_C,2,Linguistics and Languages,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALILNG_C,2,Linguistics and Languages,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBALILNG_C,2,Linguistics and Languages,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGEN_C,2,Language and English,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGEN_C,2,Language and English,CONTINUATION,CAH19-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGEN_C,2,Language and English,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,CONTINUATION,CAH18-01-05,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,NSS,CAH19-03-11,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,NSS,CAH18-01-05,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALNGFM_C,2,Language and Film/Media,NSS,CAH19-03,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,CONTINUATION,CAH19-03-04,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,DEGREECLASS,CAH19-03-06,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,DEGREECLASS,CAH19-03-11,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,DEGREECLASS,CAH19-03-04,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,EMPLOYMENT,CAH19-03-11,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,ENTRY,CAH19-03-06,Entry information,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,ENTRY,CAH19-03-11,Entry information,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,ENTRY,CAH20-01-01,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,ENTRY,CAH19-03,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,NSS,CAH19-03-11,Student satisfaction,12/02/2019,New
10007760,Birkbeck College,UBALNGHI_C,2,Language and History,TARIFF,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBALNGLW_C,2,Language and International Law,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGLW_C,2,Language and International Law,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNGLW_C,2,Language and International Law,CONTINUATION,CAH16-01-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNMDR_C,2,Modern Languages,CONTINUATION,CAH19-03-11,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNMDR_C,2,Modern Languages,CONTINUATION,CAH19-03-06,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBALNMDR_C,2,Modern Languages,ENTRY,CAH19-03-06,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBALNMDR_C,2,Modern Languages,ENTRY,CAH19-03-11,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBALNMDR_C,2,Modern Languages,TARIFF,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBAPLPHY_C,2,Philosophy,CONTINUATION,CAH20-02-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBAPLPHY_C,2,Philosophy,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBAPLPHY_C,2,Philosophy,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBAPLPHY_C,2,Philosophy,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBAPLPHY_C,2,Philosophy,ENTRY,CAH20-02-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,EMPLOYMENT,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,EMPLOYMENT,CAH20-01-01,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,EMPLOYMENT,CAH15-03-01,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,EMPLOYMENT,CAH20,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,ENTRY,CAH20-02-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,ENTRY,CAH15-03-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPOPHI_C,2,Politics Philosophy and History,ENTRY,CAH20-01-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,CONTINUATION,CAH04-01-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,CONTINUATION,CAH15-01-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,ENTRY,CAH15-01-02,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,ENTRY,CAH04-01-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,NSS,CAH15-01,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBAPSYSL_C,2,Psychosocial Studies,NSS,CAH04-01-01,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBASPLAM_C,2,Spanish and Latin American Studies (Spanish or Portuguese),CONTINUATION,CAH19-03,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBASPLAM_C,2,Spanish and Latin American Studies (Spanish or Portuguese),CONTINUATION,CAH19-03-04,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBATS_EN_C,2,Theatre Studies and English,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBATS_EN_C,2,Theatre Studies and English,NSS,CAH19-01-01,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBLLAWLL_C,2,Law,COMMON,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBLLAWLL_C,2,Law,COMMON,CAH16-01-01,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBLLAWLL_C,2,Law,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBLLAWLL_C,2,Law,EMPLOYMENT,,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBLLAWLL_C,2,Law,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBLLAWLL_C,2,Law,JOBTYPE,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBLLAWLL_C,2,Law,JOBTYPE,CAH16-01-01,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBLLAWLL_C,2,Law,NSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBLLAWLL_C,2,Law,SALARY,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBLLAWLL_C,2,Law,SALARY,CAH16-01-01,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSACCNG_C,2,Accounting,CONTINUATION,CAH17-01-08,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSACCNG_C,2,Accounting,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSACCNG_C,2,Accounting,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSACCNG_C,2,Accounting,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBSACCNG_C,2,Accounting,ENTRY,CAH17-01-08,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSACFIN_C,2,Accounting with Finance,CONTINUATION,CAH17-01-08,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSACFIN_C,2,Accounting with Finance,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSACMGF_C,2,Accounting and Management with Finance,CONTINUATION,CAH17-01-08,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSACMGF_C,2,Accounting and Management with Finance,CONTINUATION,CAH17-01-04,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSACMGF_C,2,Accounting and Management with Finance,DEGREECLASS,CAH17-01-04,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSACMGF_C,2,Accounting and Management with Finance,DEGREECLASS,CAH17-01-08,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSACMGF_C,2,Accounting and Management with Finance,DEGREECLASS,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,COMMON,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,COMMON,CAH03-01-08,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,CONTINUATION,CAH03-01-08,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,DEGREECLASS,CAH03-01-08,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,EMPLOYMENT,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,EMPLOYMENT,CAH03-01-08,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,ENTRY,CAH03-01-08,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,JOBTYPE,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,JOBTYPE,CAH03-01-08,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,NSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,SALARY,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBIOMC_C,2,Biomedicine,SALARY,CAH03-01-08,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,CONTINUATION,CAH04-01-02,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,DEGREECLASS,CAH04-01-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,EMPLOYMENT,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,EMPLOYMENT,CAH04-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBSBUPSY_C,2,Business Psychology,ENTRY,CAH04-01-02,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSBUSN9_C,2,Business,CONTINUATION,CAH17-01-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSBUSNS_C,2,Business,COMMON,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBUSNS_C,2,Business,COMMON,CAH17-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBUSNS_C,2,Business,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSBUSNS_C,2,Business,EMPLOYMENT,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBUSNS_C,2,Business,EMPLOYMENT,CAH17-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBUSNS_C,2,Business,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSBUSNS_C,2,Business,JOBTYPE,,Employment & accreditation,12/02/2019,New
10007760,Birkbeck College,UBSBUSNS_C,2,Business,JOBTYPE,CAH17-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSBUSNS_C,2,Business,NSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBSCOMPG_C,2,Computing,CONTINUATION,CAH11-01-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSCOMPG_C,2,Computing,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSCOMPG_C,2,Computing,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSCOMPG_C,2,Computing,NSS,,Student satisfaction,12/02/2019,New
10007760,Birkbeck College,UBSCOMPG_C,2,Computing,NSS,CAH11-01-01,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSCRIMG_C,2,Criminology and Criminal Justice,CONTINUATION,CAH16-01-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSCRIMG_C,2,Criminology and Criminal Justice,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSCRIMG_C,2,Criminology and Criminal Justice,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSCRIMG_C,2,Criminology and Criminal Justice,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSCVPP9_C,2,Community Development and Public Policy,CONTINUATION,CAH15-01-03,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSDGLOB_C,2,Development and Globalisation,CONTINUATION,CAH12-01-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSEASCI_C,2,Earth Sciences,COMMON,,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBSEASCI_C,2,Earth Sciences,DEGREECLASS,CAH07-03-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSEASCI_C,2,Earth Sciences,EMPLOYMENT,CAH07-03-02,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBSEASCI_C,2,Earth Sciences,JOBTYPE,,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBSEASCI_C,2,Earth Sciences,SALARY,,Employment & accreditation,12/02/2019,Updated
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,DEGREECLASS,CAH15-02-01,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,DEGREECLASS,CAH17-01-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,NSS,,Student satisfaction,12/02/2019,New
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,NSS,CAH17-01-02,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSECBUS_C,2,Economics and Business,NSS,CAH15-02-01,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSECNMC_C,2,Economics,CONTINUATION,CAH15-02-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,DEGREECLASS,CAH15-02-01,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,DEGREECLASS,CAH15-01-03,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,NSS,,Student satisfaction,12/02/2019,New
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,NSS,CAH15-02-01,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSECSLL_C,2,Economic and Social Policy,NSS,CAH15-01-03,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSEVMNG_C,2,Environmental Management,CONTINUATION,CAH17-01-04,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSEVMNG_C,2,Environmental Management,CONTINUATION,CAH12-01-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSEVMNG_C,2,Environmental Management,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSEVMNG_C,2,Environmental Management,DEGREECLASS,CAH12-01-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSEVMNG_C,2,Environmental Management,DEGREECLASS,CAH17-01-04,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,CONTINUATION,CAH15-02-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,ENTRY,CAH15-02-01,Entry information,12/02/2019,New
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,ENTRY,,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,NHSNSS,,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBSFIECO_C,2,Financial Economics,NSS,CAH15-02-01,Student satisfaction,12/02/2019,Updated
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,CONTINUATION,CAH07-03-02,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,CONTINUATION,CAH12-01-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,DEGREECLASS,CAH12-01-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,EMPLOYMENT,CAH12-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,ENTRY,CAH07-03-02,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,ENTRY,CAH12-01-02,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,NSS,CAH12-01-02,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,LEO,CAH12-01-02,Employment & accreditation,12/02/2019,Removed
10007760,Birkbeck College,UBSGLEVI_C,2,Environmental Geology,TARIFF,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSGLOGY_C,2,Geology,DEGREECLASS,,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSGLOGY_C,2,Geology,DEGREECLASS,CAH07-03-02,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSGLOGY_C,2,Geology,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSIYMNG_C,2,Information Systems and Management,DEGREECLASS,,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSIYMNG_C,2,Information Systems and Management,ENTRY,,Entry information,12/02/2019,Updated
10007760,Birkbeck College,UBSMAKTG_C,2,Marketing,CONTINUATION,CAH17-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,CONTINUATION,CAH09-01-01,Continuation & degree results,12/02/2019,New
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,CONTINUATION,,Continuation & degree results,12/02/2019,Removed
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,ENTRY,,Entry information,12/02/2019,New
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,ENTRY,CAH09-01-01,Entry information,12/02/2019,Removed
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,NSS,,Student satisfaction,12/02/2019,New
10007760,Birkbeck College,UBSMTHMT_C,2,Mathematics,NSS,CAH09-01-01,Student satisfaction,12/02/2019,Removed
10007760,Birkbeck College,UBSMTSTA_C,2,Mathematics and Statistics,CONTINUATION,CAH09-01-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSMTSTA_C,2,Mathematics and Statistics,CONTINUATION,CAH09-01,Continuation & degree results,12/02/2019,Updated
10007760,Birkbeck College,UBSPRFST_C,2,Professional Studies,CONTINUATION,CAH17-01-02,Continuation & degree results,12/02/2019,Updated
